Date,Department,Expense Type,Project,Amount (USD),Quantity,Vendor
2024-04-11,Operations,Maintenance,Project B,3949,,
2024-03-13,Exploration,Maintenance,Project C,4298,7.0,
2024-10-05,Exploration,Salaries,Project B,8779,15.0,
2024-04-14,Finance,Maintenance,Project C,3743,15.0,VendorX
2024-11-13,Finance,Equipment,Project A,4526,,VendorZ
2024-10-28,Operations,Equipment,Project B,9861,,VendorX
2024-08-25,Operations,Salaries,Project C,3680,19.0,
2024-12-11,Exploration,Equipment,Project A,1672,9.0,
2024-09-16,Operations,Utilities,Project B,6694,,VendorX
2024-07-05,Finance,Salaries,Project B,9058,,VendorZ
2024-07-26,Finance,Equipment,Project C,3241,,VendorX
2024-04-05,Exploration,Utilities,Project A,1033,,VendorZ
2024-02-15,Exploration,Utilities,Project A,9340,,VendorX
2024-05-26,Exploration,Utilities,Project B,6141,,
2024-03-22,Operations,Utilities,Project A,4990,,
2024-04-12,Operations,Equipment,Project B,6694,9.0,
2024-02-27,Exploration,Equipment,Project C,6506,16.0,
2024-04-05,Finance,Maintenance,Project C,8469,6.0,
2024-06-01,Operations,Equipment,Project B,8762,,
2024-07-14,Exploration,Utilities,Project C,2835,,
2024-10-08,Operations,Maintenance,Project A,7102,,
2024-11-02,Finance,Maintenance,Project C,7881,,
2024-02-17,Exploration,Salaries,Project B,5482,,VendorX
2024-01-03,Exploration,Maintenance,Project B,6430,18.0,
2024-01-07,Finance,Utilities,Project B,5710,,VendorZ
2024-04-29,Operations,Equipment,Project C,9313,,VendorY
2024-12-28,Exploration,Utilities,Project A,6032,6.0,
2024-07-21,Operations,Utilities,Project B,8835,18.0,VendorY
2024-05-07,Finance,Equipment,Project C,4493,,VendorY
2024-04-24,Finance,Utilities,Project A,2211,,VendorX
2024-12-19,Exploration,Utilities,Project A,9068,20.0,
2024-02-09,Finance,Equipment,Project B,8126,20.0,
2024-02-24,Operations,Equipment,Project B,2268,,VendorZ
2024-07-10,Finance,Utilities,Project A,7664,9.0,
2024-02-19,Exploration,Equipment,Project B,7099,,VendorY
2024-08-13,Exploration,Salaries,Project A,2700,,VendorY
2024-11-17,Finance,Utilities,Project A,2218,19.0,
2024-01-04,Operations,Equipment,Project C,8062,13.0,VendorY
2024-07-01,Operations,Equipment,Project B,8811,1.0,
2024-06-19,Finance,Equipment,Project C,6900,13.0,
2024-04-26,Operations,Salaries,Project C,6431,,VendorY
2024-07-19,Operations,Utilities,Project B,4559,,VendorX
2024-02-12,Finance,Utilities,Project A,4853,,VendorZ
2024-12-11,Exploration,Maintenance,Project B,2623,13.0,
2024-02-23,Operations,Equipment,Project C,9492,15.0,VendorX
2024-09-14,Finance,Utilities,Project B,2808,,
2024-05-11,Exploration,Utilities,Project B,1449,,
2024-08-19,Finance,Utilities,Project B,5591,,VendorY
2024-06-26,Exploration,Utilities,Project A,8918,,VendorZ
2024-10-03,Finance,Equipment,Project A,4438,13.0,
2024-03-15,Exploration,Utilities,Project A,5192,,VendorX
2024-06-28,Finance,Equipment,Project B,7648,20.0,VendorX
2024-02-04,Finance,Utilities,Project B,5221,,VendorY
2024-12-15,Finance,Utilities,Project A,3345,10.0,
2024-07-19,Exploration,Maintenance,Project C,2889,15.0,VendorY
2024-08-17,Finance,Utilities,Project C,2964,,
2024-06-13,Finance,Maintenance,Project C,2048,6.0,VendorZ
2024-08-17,Exploration,Equipment,Project C,1916,,VendorX
2024-06-12,Operations,Utilities,Project C,4146,,
2024-07-11,Finance,Utilities,Project C,8762,19.0,
2024-12-31,Finance,Salaries,Project C,3046,10.0,
2024-05-05,Finance,Salaries,Project A,4392,2.0,VendorY
2024-01-13,Operations,Salaries,Project B,8210,,
2024-02-22,Exploration,Equipment,Project A,4324,16.0,
2024-11-04,Finance,Equipment,Project B,4624,15.0,VendorY
2024-08-12,Operations,Equipment,Project B,6024,1.0,VendorY
2024-12-09,Operations,Maintenance,Project C,5005,,VendorX
2024-12-06,Finance,Utilities,Project B,9739,,
2024-04-27,Finance,Salaries,Project C,3956,14.0,
2024-10-25,Operations,Maintenance,Project C,4077,,VendorX
2024-07-01,Operations,Salaries,Project B,5625,5.0,
2024-10-16,Operations,Equipment,Project A,6499,8.0,VendorY
2024-12-13,Operations,Maintenance,Project C,6677,,
2024-12-09,Finance,Utilities,Project B,1404,20.0,VendorY
2024-09-18,Operations,Salaries,Project C,6064,,
2024-05-20,Finance,Utilities,Project C,5871,,
2024-01-23,Exploration,Utilities,Project C,2215,,VendorZ
2024-12-14,Finance,Salaries,Project B,6810,1.0,
2024-07-27,Finance,Maintenance,Project B,8567,19.0,VendorY
2024-07-13,Operations,Utilities,Project C,3908,,VendorY
2024-02-06,Exploration,Equipment,Project A,1084,,
2024-04-10,Finance,Utilities,Project B,3564,4.0,
2024-06-20,Operations,Equipment,Project B,1427,4.0,VendorY
2024-03-05,Operations,Maintenance,Project C,2233,,VendorY
2024-10-01,Exploration,Salaries,Project A,6403,3.0,
2024-02-29,Operations,Maintenance,Project C,6590,16.0,VendorX
2024-12-30,Exploration,Equipment,Project C,1385,,
2024-05-21,Exploration,Equipment,Project B,2156,,
2024-04-10,Operations,Equipment,Project A,4715,,
2024-02-13,Operations,Utilities,Project C,7858,,
2024-02-29,Exploration,Salaries,Project B,7071,,VendorY
2024-05-20,Finance,Salaries,Project C,9936,,
2024-04-20,Finance,Salaries,Project C,4076,,VendorY
2024-05-04,Finance,Equipment,Project C,7412,,VendorX
2024-07-10,Finance,Maintenance,Project A,1338,6.0,
2024-10-03,Exploration,Maintenance,Project A,3854,5.0,VendorZ
2024-07-02,Operations,Utilities,Project A,1420,1.0,VendorX
2024-12-28,Exploration,Salaries,Project B,4792,11.0,
2024-01-02,Exploration,Equipment,Project C,1751,20.0,VendorZ
2024-09-12,Exploration,Equipment,Project C,4945,4.0,VendorX
2024-08-21,Exploration,Maintenance,Project B,8022,,
2024-05-24,Exploration,Equipment,Project A,4909,2.0,
2024-11-22,Operations,Maintenance,Project A,7570,8.0,
2024-11-29,Operations,Utilities,Project C,8986,,VendorZ
2024-03-23,Operations,Equipment,Project C,7880,,
2024-07-25,Exploration,Equipment,Project C,1115,16.0,VendorZ
2024-08-11,Operations,Equipment,Project C,8691,9.0,VendorY
2024-07-11,Finance,Salaries,Project C,8199,16.0,VendorZ
2024-06-03,Operations,Equipment,Project A,7222,,
2024-08-31,Operations,Salaries,Project A,1312,6.0,VendorX
2024-12-20,Finance,Equipment,Project B,2070,4.0,VendorY
2024-03-18,Operations,Equipment,Project A,6343,,VendorY
2024-08-12,Exploration,Utilities,Project B,8983,,
2024-08-10,Operations,Utilities,Project A,2849,13.0,VendorY
2024-10-11,Finance,Maintenance,Project B,4395,16.0,
2024-06-05,Finance,Maintenance,Project B,3569,6.0,VendorY
2024-10-27,Finance,Utilities,Project B,6370,12.0,VendorX
2024-11-13,Finance,Salaries,Project C,9683,,
2024-04-21,Finance,Salaries,Project A,4782,7.0,VendorZ
2024-10-21,Finance,Maintenance,Project C,4917,,
2024-04-25,Operations,Equipment,Project C,5871,,VendorX
2024-02-05,Exploration,Salaries,Project A,2301,7.0,VendorX
2024-08-27,Operations,Maintenance,Project B,5134,,VendorX
2024-04-15,Exploration,Salaries,Project C,7607,7.0,
2024-03-23,Finance,Equipment,Project A,3123,17.0,
2024-04-05,Finance,Salaries,Project C,2073,1.0,
2024-02-15,Operations,Equipment,Project A,1854,2.0,VendorZ
2024-12-14,Operations,Equipment,Project B,1337,,VendorZ
2024-09-25,Exploration,Utilities,Project C,1802,18.0,
2024-02-15,Operations,Equipment,Project C,2589,19.0,
2024-05-15,Operations,Maintenance,Project C,2996,12.0,VendorZ
2024-07-13,Operations,Maintenance,Project A,9350,,VendorZ
2024-04-23,Finance,Salaries,Project B,5780,16.0,
2024-09-20,Operations,Utilities,Project B,6368,8.0,
2024-04-24,Finance,Equipment,Project B,1319,1.0,
2024-09-23,Exploration,Utilities,Project B,1049,18.0,
2024-01-22,Operations,Salaries,Project C,9190,14.0,VendorX
2024-10-14,Exploration,Utilities,Project A,3800,,
2024-03-27,Finance,Utilities,Project B,1882,8.0,
2024-08-22,Operations,Maintenance,Project B,4426,3.0,VendorY
2024-08-23,Finance,Equipment,Project B,2210,20.0,
2024-09-21,Finance,Maintenance,Project A,1908,4.0,VendorZ
2024-05-19,Finance,Maintenance,Project B,2327,15.0,
2024-03-27,Finance,Equipment,Project C,3942,11.0,VendorX
2024-11-08,Exploration,Salaries,Project A,6345,13.0,VendorZ
2024-11-07,Finance,Maintenance,Project B,9198,,VendorX
2024-03-20,Finance,Equipment,Project A,1660,6.0,VendorY
2024-01-02,Exploration,Utilities,Project A,2429,,VendorX
2024-07-28,Operations,Maintenance,Project B,4590,3.0,
2024-03-13,Operations,Salaries,Project C,6484,,VendorY
2024-01-15,Exploration,Utilities,Project C,2949,9.0,
2024-05-31,Operations,Maintenance,Project C,9050,10.0,
2024-06-11,Exploration,Equipment,Project C,7129,,
2024-11-17,Exploration,Maintenance,Project A,9458,,VendorY
2024-04-10,Operations,Salaries,Project C,4532,11.0,VendorY
2024-10-07,Exploration,Salaries,Project C,5102,,VendorX
2024-05-14,Exploration,Utilities,Project A,1384,10.0,
2024-10-21,Finance,Equipment,Project A,6062,,
2024-04-24,Finance,Salaries,Project B,8520,12.0,
2024-01-22,Operations,Salaries,Project B,1521,3.0,
2024-07-03,Exploration,Equipment,Project A,3772,12.0,VendorY
2024-04-15,Exploration,Equipment,Project C,5106,,VendorZ
2024-07-10,Finance,Utilities,Project A,9062,9.0,VendorZ
2024-08-16,Operations,Maintenance,Project A,2572,,VendorY
2024-06-08,Finance,Maintenance,Project A,8822,,VendorY
2024-09-17,Exploration,Salaries,Project A,6852,,
2024-09-19,Exploration,Maintenance,Project B,3450,20.0,VendorX
2024-09-21,Finance,Utilities,Project B,9765,,VendorZ
2024-01-07,Exploration,Maintenance,Project C,6447,12.0,VendorZ
2024-12-26,Exploration,Utilities,Project B,7015,,VendorX
2024-10-26,Operations,Maintenance,Project C,7309,,
2024-09-28,Finance,Utilities,Project B,8927,8.0,VendorX
2024-01-11,Exploration,Salaries,Project B,2795,,
2024-11-08,Operations,Salaries,Project C,7655,5.0,VendorY
2024-01-13,Operations,Salaries,Project B,1467,20.0,VendorX
2024-09-21,Exploration,Salaries,Project C,1769,4.0,
2024-09-26,Operations,Maintenance,Project C,1063,19.0,VendorZ
2024-09-11,Exploration,Salaries,Project B,2742,20.0,VendorZ
2024-05-22,Finance,Equipment,Project C,5951,,VendorY
2024-10-08,Exploration,Maintenance,Project B,1198,,VendorY
2024-11-17,Exploration,Salaries,Project A,1349,,VendorZ
2024-03-07,Operations,Salaries,Project B,5424,,VendorY
2024-05-12,Finance,Salaries,Project B,6453,,
2024-04-26,Operations,Equipment,Project A,5613,,
2024-09-19,Finance,Maintenance,Project A,1913,,VendorY
2024-06-27,Exploration,Equipment,Project B,2691,17.0,VendorX
2024-08-03,Exploration,Salaries,Project A,5969,,VendorY
2024-06-06,Finance,Equipment,Project A,6930,15.0,VendorX
2024-01-10,Operations,Salaries,Project B,9383,,
2024-10-22,Exploration,Equipment,Project C,8459,1.0,VendorZ
2024-04-27,Finance,Equipment,Project A,9460,,VendorY
2024-10-07,Operations,Equipment,Project B,9924,11.0,
2024-04-30,Operations,Salaries,Project C,4827,15.0,VendorY
2024-01-02,Exploration,Maintenance,Project B,6929,7.0,VendorY
2024-05-12,Operations,Maintenance,Project B,6289,,VendorY
2024-01-30,Exploration,Utilities,Project C,3425,,
2024-03-31,Exploration,Equipment,Project B,3740,,
2024-10-02,Exploration,Utilities,Project A,8457,7.0,
2024-07-11,Operations,Equipment,Project C,9931,,
2024-12-12,Finance,Salaries,Project A,7997,10.0,VendorZ
2024-03-04,Finance,Equipment,Project B,3420,,
2024-05-09,Exploration,Maintenance,Project A,4580,,VendorX
2024-08-02,Operations,Maintenance,Project A,2827,,
2024-11-04,Operations,Maintenance,Project B,9766,,
2024-02-28,Finance,Equipment,Project C,5882,,VendorX
2024-02-20,Finance,Maintenance,Project B,5354,,
2024-02-07,Operations,Maintenance,Project C,9317,,VendorX
2024-09-23,Operations,Equipment,Project B,9117,,
2024-10-22,Exploration,Maintenance,Project C,2037,,
2024-01-01,Finance,Salaries,Project A,9067,,VendorZ
2024-06-17,Exploration,Maintenance,Project B,4573,19.0,
2024-11-19,Finance,Salaries,Project A,3163,13.0,VendorY
2024-08-22,Finance,Maintenance,Project C,8873,12.0,VendorZ
2024-03-08,Exploration,Utilities,Project A,3493,18.0,VendorY
2024-12-25,Operations,Utilities,Project B,1992,,VendorY
2024-03-30,Finance,Equipment,Project B,4570,,
2024-08-23,Operations,Maintenance,Project C,4605,6.0,VendorY
2024-02-26,Exploration,Salaries,Project C,8520,,
2024-12-28,Operations,Salaries,Project B,6199,18.0,VendorX
2024-06-26,Finance,Maintenance,Project C,7269,8.0,VendorY
2024-10-09,Operations,Equipment,Project A,7849,,VendorY
2024-08-12,Operations,Equipment,Project A,4531,11.0,
2024-11-07,Exploration,Salaries,Project B,1528,15.0,VendorZ
2024-11-03,Finance,Salaries,Project C,3666,,
2024-11-08,Exploration,Maintenance,Project C,5545,10.0,VendorZ
2024-06-05,Exploration,Maintenance,Project C,7183,15.0,
2024-09-07,Finance,Equipment,Project A,6586,,VendorX
2024-08-10,Exploration,Maintenance,Project A,8862,9.0,VendorX
2024-08-24,Finance,Utilities,Project B,3813,,VendorX
2024-12-25,Finance,Utilities,Project A,9442,2.0,
2024-09-13,Exploration,Equipment,Project B,9854,,VendorY
2024-12-24,Exploration,Utilities,Project B,3564,,
2024-09-15,Exploration,Equipment,Project C,5018,,VendorY
2024-08-09,Exploration,Equipment,Project A,9434,15.0,
2024-07-15,Finance,Maintenance,Project B,4228,16.0,VendorX
2024-03-05,Operations,Utilities,Project C,2478,10.0,VendorY
2024-05-12,Finance,Salaries,Project C,9128,,VendorZ
2024-10-17,Exploration,Maintenance,Project C,2838,,VendorZ
2024-07-13,Finance,Equipment,Project C,1291,16.0,VendorZ
2024-10-25,Operations,Utilities,Project B,5536,,
2024-04-13,Finance,Utilities,Project B,1814,20.0,VendorZ
2024-05-20,Exploration,Salaries,Project B,5587,,
2024-03-02,Exploration,Equipment,Project A,2639,,VendorZ
2024-04-14,Operations,Maintenance,Project B,5032,13.0,
2024-01-28,Finance,Maintenance,Project A,2522,17.0,VendorY
2024-12-17,Exploration,Equipment,Project B,8405,,VendorX
2024-06-01,Finance,Salaries,Project B,4018,,VendorX
2024-05-07,Exploration,Maintenance,Project B,4680,13.0,VendorZ
2024-11-26,Operations,Salaries,Project A,4783,14.0,
2024-09-19,Finance,Equipment,Project C,8255,17.0,
2024-12-27,Finance,Utilities,Project C,7586,6.0,
2024-05-04,Exploration,Utilities,Project A,8168,3.0,
2024-05-22,Exploration,Maintenance,Project B,3031,5.0,
2024-12-03,Finance,Maintenance,Project C,6499,13.0,VendorZ
2024-03-20,Exploration,Equipment,Project C,5331,,
2024-02-26,Exploration,Utilities,Project B,7370,9.0,VendorY
2024-10-30,Exploration,Equipment,Project A,8370,6.0,VendorY
2024-12-30,Exploration,Maintenance,Project A,2763,,
2024-09-27,Finance,Salaries,Project C,7301,17.0,
2024-12-23,Finance,Maintenance,Project A,6625,10.0,VendorZ
2024-07-12,Finance,Maintenance,Project A,7558,,
2024-11-13,Finance,Equipment,Project B,8293,11.0,
2024-12-28,Operations,Utilities,Project C,2107,1.0,VendorY
2024-12-25,Operations,Maintenance,Project C,4918,10.0,
2024-01-17,Operations,Utilities,Project C,7311,,
2024-11-05,Exploration,Utilities,Project C,9217,,
2024-06-08,Exploration,Utilities,Project C,5355,9.0,
2024-04-17,Finance,Maintenance,Project A,6441,7.0,
2024-09-06,Exploration,Equipment,Project C,9704,,
2024-02-07,Finance,Salaries,Project B,7768,14.0,VendorY
2024-10-11,Finance,Maintenance,Project A,8728,12.0,
2024-05-04,Operations,Utilities,Project A,1424,2.0,
2024-06-14,Exploration,Salaries,Project C,2643,,VendorZ
2024-09-26,Finance,Equipment,Project C,4877,,VendorX
2024-01-12,Operations,Utilities,Project A,5975,6.0,
2024-08-30,Finance,Equipment,Project A,3131,,
2024-03-13,Exploration,Equipment,Project C,8070,3.0,VendorZ
2024-08-17,Operations,Utilities,Project A,3521,13.0,
2024-09-30,Operations,Salaries,Project C,6679,19.0,VendorZ
2024-02-28,Operations,Equipment,Project B,6020,5.0,VendorX
2024-06-17,Finance,Equipment,Project A,8750,,VendorZ
2024-05-15,Exploration,Salaries,Project B,5312,9.0,VendorX
2024-03-23,Operations,Salaries,Project A,5162,15.0,
2024-10-17,Exploration,Maintenance,Project C,2510,,
2024-10-27,Exploration,Utilities,Project C,1456,,VendorY
2024-02-01,Finance,Utilities,Project C,9607,,VendorX
2024-08-23,Operations,Equipment,Project C,3919,,
2024-07-11,Finance,Utilities,Project C,1634,,
2024-12-21,Operations,Salaries,Project A,9083,,VendorX
2024-11-22,Operations,Maintenance,Project A,4481,12.0,VendorZ
2024-01-20,Exploration,Maintenance,Project B,3863,,
2024-05-30,Operations,Maintenance,Project C,8883,,VendorY
2024-07-04,Operations,Equipment,Project A,8243,,VendorZ
2024-10-14,Exploration,Utilities,Project A,3116,14.0,VendorX
2024-04-03,Finance,Maintenance,Project C,7996,19.0,
2024-12-27,Exploration,Salaries,Project B,5946,20.0,
2024-03-04,Operations,Maintenance,Project B,9339,,VendorZ
2024-10-09,Exploration,Utilities,Project A,2778,,
2024-04-11,Exploration,Maintenance,Project C,1771,6.0,
2024-08-06,Finance,Equipment,Project C,3478,,
2024-10-23,Operations,Salaries,Project C,4752,10.0,VendorZ
2024-12-22,Operations,Equipment,Project C,2495,14.0,
2024-02-21,Operations,Equipment,Project C,3368,7.0,
2024-10-15,Finance,Equipment,Project A,2622,15.0,VendorZ
2024-12-02,Exploration,Equipment,Project A,8703,,
2024-04-03,Operations,Equipment,Project A,6725,,
2024-02-25,Exploration,Maintenance,Project A,5725,,
2024-08-24,Exploration,Equipment,Project C,4013,16.0,
2024-07-19,Finance,Utilities,Project A,7732,2.0,VendorY
2024-11-13,Operations,Utilities,Project B,5208,10.0,VendorZ
2024-08-11,Finance,Utilities,Project A,9663,,VendorX
2024-12-10,Operations,Maintenance,Project B,2332,,VendorZ
2024-12-28,Exploration,Salaries,Project C,9951,,
2024-11-04,Finance,Salaries,Project C,1650,15.0,VendorY
2024-01-09,Finance,Utilities,Project A,4551,,
2024-09-10,Exploration,Maintenance,Project A,5412,,VendorY
2024-09-20,Operations,Salaries,Project B,1540,8.0,
2024-02-12,Exploration,Utilities,Project B,3769,,VendorY
2024-12-04,Finance,Utilities,Project B,2539,,
2024-03-15,Exploration,Equipment,Project B,5146,1.0,VendorY
2024-10-25,Exploration,Equipment,Project C,8491,,
2024-08-13,Exploration,Utilities,Project A,4542,,
2024-05-16,Operations,Maintenance,Project B,9436,2.0,
2024-04-23,Finance,Maintenance,Project B,8440,4.0,
2024-03-03,Finance,Salaries,Project A,6203,,
2024-01-04,Operations,Salaries,Project C,2330,5.0,VendorZ
2024-08-20,Exploration,Equipment,Project C,7414,,
2024-06-02,Finance,Utilities,Project A,3751,17.0,
2024-07-17,Operations,Utilities,Project A,6471,,
2024-12-04,Exploration,Maintenance,Project A,8901,,VendorX
2024-09-05,Finance,Utilities,Project C,6240,,
2024-11-04,Operations,Utilities,Project A,5864,,
2024-05-28,Finance,Equipment,Project B,4584,9.0,
2024-11-23,Finance,Equipment,Project A,8882,,
2024-08-19,Exploration,Maintenance,Project A,1504,,VendorX
2024-03-19,Operations,Equipment,Project C,6042,18.0,VendorZ
2024-01-14,Finance,Equipment,Project B,5500,,
2024-07-22,Operations,Salaries,Project C,6563,8.0,
2024-05-30,Exploration,Equipment,Project C,7218,,VendorY
2024-01-10,Operations,Maintenance,Project B,3656,,VendorX
2024-12-31,Exploration,Maintenance,Project C,8563,11.0,
2024-03-15,Exploration,Equipment,Project B,1026,,
2024-08-17,Operations,Utilities,Project A,6177,,VendorY
2024-01-06,Exploration,Maintenance,Project B,1757,7.0,VendorX
2024-09-03,Finance,Utilities,Project B,7361,,
2024-01-16,Finance,Salaries,Project C,7561,8.0,VendorX
2024-10-08,Finance,Salaries,Project C,2138,,
2024-06-21,Finance,Utilities,Project B,3419,18.0,VendorY
2024-11-01,Finance,Salaries,Project C,5478,12.0,
2024-03-09,Operations,Equipment,Project B,8824,,
2024-09-06,Operations,Utilities,Project B,7112,,
2024-07-23,Finance,Salaries,Project A,6468,,VendorY
2024-10-11,Exploration,Utilities,Project C,3704,2.0,VendorX
2024-10-26,Finance,Equipment,Project C,1271,17.0,VendorY
2024-03-06,Exploration,Salaries,Project B,7893,,VendorX
2024-12-13,Finance,Utilities,Project C,9850,3.0,VendorX
2024-10-01,Exploration,Maintenance,Project A,2594,3.0,VendorZ
2024-10-05,Exploration,Salaries,Project A,2919,,VendorZ
2024-06-25,Finance,Salaries,Project B,2940,,
2024-03-18,Exploration,Salaries,Project C,5560,,VendorX
2024-04-04,Exploration,Salaries,Project C,3374,11.0,VendorZ
2024-11-01,Finance,Utilities,Project B,3875,5.0,VendorY
2024-09-07,Operations,Maintenance,Project C,6110,12.0,VendorX
2024-08-14,Finance,Utilities,Project C,9296,2.0,
2024-09-03,Finance,Maintenance,Project B,4131,,
2024-08-21,Operations,Equipment,Project C,5853,20.0,
2024-10-17,Exploration,Maintenance,Project B,1876,17.0,
2024-12-23,Exploration,Utilities,Project B,3180,,
2024-08-12,Operations,Equipment,Project A,4604,,VendorY
2024-05-20,Operations,Utilities,Project A,6426,7.0,VendorZ
2024-07-05,Finance,Utilities,Project A,6976,16.0,VendorZ
2024-09-27,Finance,Maintenance,Project C,5109,,VendorY
2024-11-27,Finance,Equipment,Project B,2866,,VendorZ
2024-12-31,Finance,Salaries,Project C,1620,,
2024-11-10,Exploration,Equipment,Project B,8071,,VendorX
2024-05-12,Finance,Salaries,Project C,6277,9.0,
2024-08-06,Finance,Utilities,Project C,2540,,VendorX
2024-03-22,Exploration,Maintenance,Project C,1461,,VendorY
2024-03-10,Finance,Equipment,Project B,6711,,VendorX
2024-12-08,Operations,Maintenance,Project A,6059,,
2024-09-24,Finance,Equipment,Project C,7853,4.0,
2024-09-11,Finance,Equipment,Project B,3222,20.0,VendorZ
2024-11-17,Operations,Maintenance,Project B,7956,8.0,
2024-10-06,Exploration,Equipment,Project C,5126,14.0,
2024-04-08,Exploration,Utilities,Project A,6705,20.0,
2024-03-04,Finance,Utilities,Project B,1650,1.0,VendorX
2024-11-19,Exploration,Salaries,Project B,2856,,VendorX
2024-02-21,Exploration,Utilities,Project C,6110,,VendorZ
2024-02-28,Operations,Equipment,Project C,6475,19.0,VendorX
2024-06-26,Operations,Maintenance,Project C,8778,,VendorY
2024-09-11,Operations,Salaries,Project A,4714,18.0,
2024-10-19,Operations,Utilities,Project C,1657,,
2024-04-08,Operations,Maintenance,Project A,7961,,
2024-05-21,Finance,Maintenance,Project C,8277,,
2024-05-29,Finance,Salaries,Project A,3026,1.0,
2024-10-29,Exploration,Equipment,Project C,4334,10.0,
2024-08-25,Exploration,Maintenance,Project B,7705,5.0,
2024-12-27,Operations,Utilities,Project B,1756,,
2024-01-19,Exploration,Salaries,Project B,7563,11.0,VendorZ
2024-12-03,Exploration,Equipment,Project A,9435,2.0,
2024-06-30,Operations,Equipment,Project C,8800,,VendorX
2024-06-22,Exploration,Salaries,Project A,8800,,
2024-06-30,Finance,Salaries,Project A,1756,11.0,
2024-07-14,Finance,Equipment,Project B,2686,,
2024-11-14,Exploration,Maintenance,Project B,5229,,
2024-11-20,Exploration,Utilities,Project C,5153,,
2024-07-14,Exploration,Maintenance,Project A,3982,,
2024-03-12,Exploration,Maintenance,Project B,4138,16.0,
2024-07-01,Exploration,Utilities,Project C,7587,,
2024-04-08,Operations,Maintenance,Project B,4218,19.0,VendorZ
2024-05-18,Finance,Equipment,Project B,7819,3.0,VendorZ
2024-11-06,Operations,Utilities,Project B,1566,3.0,
2024-02-16,Exploration,Utilities,Project B,4577,10.0,
2024-12-28,Finance,Maintenance,Project B,4645,,
2024-01-20,Exploration,Salaries,Project C,3971,18.0,
2024-12-20,Exploration,Maintenance,Project C,2110,9.0,VendorY
2024-06-02,Finance,Utilities,Project A,3765,1.0,VendorY
2024-09-26,Finance,Salaries,Project A,7503,,
2024-02-12,Finance,Salaries,Project A,2631,,VendorY
2024-01-24,Finance,Salaries,Project A,5745,,VendorY
2024-07-20,Operations,Equipment,Project C,3633,,VendorZ
2024-09-26,Finance,Utilities,Project C,8999,10.0,
2024-02-04,Exploration,Utilities,Project C,5632,,
2024-10-30,Exploration,Salaries,Project A,7740,20.0,VendorX
2024-02-07,Finance,Maintenance,Project A,9550,18.0,
2024-05-13,Operations,Salaries,Project C,5388,7.0,VendorZ
2024-11-03,Exploration,Salaries,Project C,3079,,VendorY
2024-11-24,Exploration,Salaries,Project C,5870,,VendorX
2024-02-09,Finance,Equipment,Project A,9735,,VendorZ
2024-03-23,Finance,Equipment,Project C,9864,,VendorX
2024-02-12,Exploration,Equipment,Project C,1521,20.0,VendorZ
2024-09-17,Finance,Salaries,Project C,5392,,VendorY
2024-10-03,Exploration,Maintenance,Project A,2934,,VendorY
2024-01-12,Operations,Equipment,Project C,7580,20.0,
2024-02-07,Exploration,Utilities,Project B,3120,19.0,VendorZ
2024-07-14,Finance,Equipment,Project A,1258,6.0,VendorZ
2024-06-10,Exploration,Equipment,Project A,9272,,
2024-02-29,Operations,Maintenance,Project C,2093,,
2024-10-09,Operations,Maintenance,Project A,7599,,VendorX
2024-04-02,Finance,Equipment,Project A,3021,,VendorX
2024-05-19,Finance,Equipment,Project C,5779,4.0,
2024-09-21,Finance,Maintenance,Project A,8027,,VendorZ
2024-01-26,Exploration,Salaries,Project C,7041,,VendorY
2024-10-07,Finance,Salaries,Project C,5356,,
2024-03-29,Exploration,Equipment,Project A,3118,18.0,VendorZ
2024-01-24,Operations,Maintenance,Project A,4198,,
2024-12-09,Finance,Maintenance,Project A,6321,20.0,VendorZ
2024-06-10,Finance,Maintenance,Project A,9031,,VendorX
2024-10-30,Exploration,Salaries,Project C,3750,9.0,VendorY
2024-12-12,Finance,Equipment,Project B,1132,,VendorZ
2024-08-05,Exploration,Equipment,Project B,4383,10.0,VendorX
2024-06-29,Operations,Maintenance,Project A,2216,20.0,
2024-04-13,Operations,Equipment,Project C,9802,14.0,
2024-01-31,Exploration,Maintenance,Project A,6632,,VendorX
2024-07-03,Operations,Utilities,Project B,4344,4.0,
2024-05-29,Exploration,Utilities,Project A,2145,11.0,VendorZ
2024-08-07,Exploration,Salaries,Project B,3514,,
2024-12-09,Operations,Utilities,Project C,8203,2.0,VendorZ
2024-10-26,Operations,Utilities,Project A,9009,15.0,
2024-09-05,Finance,Equipment,Project A,6128,18.0,
2024-10-11,Exploration,Maintenance,Project A,3839,,
2024-05-21,Exploration,Utilities,Project C,7191,,
2024-06-15,Exploration,Salaries,Project C,7792,,VendorX
2024-08-06,Finance,Maintenance,Project B,2250,8.0,VendorX
2024-08-15,Finance,Salaries,Project B,1537,,
2024-01-03,Exploration,Maintenance,Project A,3805,17.0,VendorZ
2024-01-10,Exploration,Utilities,Project A,4606,20.0,VendorY
2024-03-14,Finance,Salaries,Project C,3720,,
2024-05-06,Finance,Salaries,Project B,1396,6.0,VendorX
2024-12-19,Operations,Equipment,Project B,8112,,VendorZ
2024-07-30,Operations,Equipment,Project C,1054,,
2024-10-11,Exploration,Utilities,Project C,9555,,VendorY
2024-07-29,Operations,Maintenance,Project C,5226,,VendorX
2024-05-24,Exploration,Maintenance,Project B,5922,,VendorZ
2024-08-10,Operations,Utilities,Project C,1948,2.0,
