Transaction ID,Transaction Date,Department,Expense Type,Project,Vendor,Amount (USD),Quantity,Employee Name,Employee Department,Employee Position,Employee Salary (USD)
522,2022-12-28,Exploration,Utilities,Project Gamma,Vendor B,7823,3,Employee 522,Exploration,Manager,33181
523,2022-07-16,Exploration,Salaries,Project Beta,Vendor C,3689,19,Employee 523,Logistics,Manager,71151
524,2022-12-05,Exploration,Utilities,Project Beta,Vendor A,1602,1,Employee 524,HR,Manager,96074
525,2024-04-07,Logistics,Equipment,Project Gamma,Vendor A,1357,6,Employee 525,HR,Administrator,83580
526,2023-06-21,HR,Salaries,Project Alpha,Vendor B,6577,3,Employee 526,Operations,Manager,34367
527,2022-08-21,Exploration,Salaries,Project Beta,Vendor C,6743,9,Employee 527,HR,Engineer,91969
528,2024-04-09,Finance,Utilities,Project Alpha,Vendor A,8962,11,Employee 528,Operations,Engineer,76908
529,2024-12-14,Exploration,Salaries,Project Gamma,Vendor B,2412,7,Employee 529,Logistics,Technician,35953
530,2022-08-22,Finance,Research,Project Beta,Vendor C,9145,3,Employee 530,Operations,Engineer,48367
531,2021-06-25,HR,Salaries,Project Beta,Vendor A,6446,4,Employee 531,Finance,Administrator,69233
532,2021-05-25,HR,Maintenance,Project Gamma,Vendor A,3424,10,Employee 532,Exploration,Manager,82977
533,2021-08-16,Finance,Research,Project Beta,Vendor C,9619,4,Employee 533,HR,Technician,115514
534,2023-06-28,Operations,Maintenance,Project Gamma,Vendor B,9134,17,Employee 534,Exploration,Administrator,35316
535,2023-07-17,Exploration,Equipment,Project Beta,Vendor B,5818,10,Employee 535,Finance,Technician,109329
536,2022-10-04,Exploration,Equipment,Project Beta,Vendor A,965,20,Employee 536,Finance,Manager,84963
537,2021-05-27,Finance,Maintenance,Project Alpha,Vendor C,2729,14,Employee 537,Exploration,Administrator,77958
538,2023-07-06,Logistics,Research,Project Gamma,Vendor A,480,20,Employee 538,Finance,Manager,67517
539,2023-11-01,Operations,Utilities,Project Beta,Vendor B,139,6,Employee 539,Operations,Administrator,54759
540,2022-03-13,HR,Utilities,Project Beta,Vendor C,188,13,Employee 540,Exploration,Technician,112388
541,2022-08-06,HR,Salaries,Project Gamma,Vendor B,6300,13,Employee 541,Exploration,Engineer,93268
542,2021-03-14,Operations,Maintenance,Project Beta,Vendor B,9411,5,Employee 542,Finance,Administrator,94988
543,2023-08-09,Finance,Salaries,Project Beta,Vendor B,4275,4,Employee 543,Finance,Manager,52409
544,2023-06-10,Operations,Research,Project Gamma,Vendor C,2147,10,Employee 544,Logistics,Technician,71310
545,2022-07-13,Operations,Maintenance,Project Alpha,Vendor A,8542,18,Employee 545,Operations,Engineer,105211
546,2021-03-31,HR,Salaries,Project Beta,Vendor A,6343,18,Employee 546,Finance,Administrator,50610
547,2024-03-16,Finance,Utilities,Project Alpha,Vendor C,2636,6,Employee 547,Finance,Technician,91654
548,2022-10-28,HR,Equipment,Project Gamma,Vendor A,922,10,Employee 548,Logistics,Administrator,37673
549,2024-07-07,Operations,Research,Project Alpha,Vendor B,9175,4,Employee 549,HR,Engineer,99298
550,2023-11-23,Logistics,Research,Project Beta,Vendor B,6604,19,Employee 550,Logistics,Technician,86480
551,2023-07-27,HR,Utilities,Project Beta,Vendor A,4846,18,Employee 551,Exploration,Technician,81590
552,2021-05-01,Operations,Research,Project Gamma,Vendor C,2923,2,Employee 552,HR,Engineer,52529
553,2024-04-15,Operations,Maintenance,Project Gamma,Vendor C,8561,16,Employee 553,HR,Technician,34537
554,2023-03-31,Logistics,Equipment,Project Alpha,Vendor A,5918,11,Employee 554,Finance,Technician,52014
555,2022-11-23,HR,Equipment,Project Gamma,Vendor A,6849,20,Employee 555,Operations,Technician,88495
556,2021-04-12,HR,Equipment,Project Beta,Vendor A,5989,3,Employee 556,Finance,Administrator,88880
557,2022-01-26,Finance,Utilities,Project Alpha,Vendor A,6054,19,Employee 557,HR,Manager,58817
558,2022-03-16,Operations,Equipment,Project Gamma,Vendor B,3400,6,Employee 558,HR,Manager,68303
559,2023-04-05,HR,Utilities,Project Beta,Vendor C,9907,4,Employee 559,Logistics,Administrator,72366
560,2022-06-17,Exploration,Maintenance,Project Gamma,Vendor C,442,4,Employee 560,Exploration,Administrator,90105
561,2024-01-26,Exploration,Utilities,Project Gamma,Vendor C,6308,13,Employee 561,Operations,Engineer,42995
562,2024-10-19,Logistics,Research,Project Alpha,Vendor A,3037,16,Employee 562,HR,Manager,81702
563,2021-05-15,Exploration,Utilities,Project Beta,Vendor C,9695,7,Employee 563,Finance,Manager,85135
564,2023-07-26,Logistics,Salaries,Project Alpha,Vendor B,6464,20,Employee 564,HR,Engineer,65367
565,2021-10-23,HR,Equipment,Project Gamma,Vendor C,7899,13,Employee 565,HR,Manager,53810
566,2024-09-26,Finance,Research,Project Alpha,Vendor C,3169,15,Employee 566,Exploration,Manager,58279
567,2021-09-03,Logistics,Maintenance,Project Gamma,Vendor C,1981,10,Employee 567,HR,Manager,117413
568,2023-12-31,Exploration,Equipment,Project Alpha,Vendor B,8276,3,Employee 568,Logistics,Administrator,79779
569,2021-10-03,Finance,Maintenance,Project Alpha,Vendor A,2463,4,Employee 569,Finance,Manager,96463
570,2024-12-29,Finance,Equipment,Project Alpha,Vendor B,4760,2,Employee 570,HR,Engineer,88784
571,2023-11-24,Operations,Equipment,Project Beta,Vendor A,5610,5,Employee 571,Finance,Administrator,49968
572,2022-12-25,Logistics,Salaries,Project Beta,Vendor C,477,4,Employee 572,Logistics,Manager,105041
573,2021-03-17,HR,Equipment,Project Beta,Vendor B,7511,20,Employee 573,Exploration,Administrator,69646
574,2022-12-01,Exploration,Salaries,Project Gamma,Vendor B,9976,20,Employee 574,Exploration,Engineer,82515
575,2022-07-04,HR,Utilities,Project Alpha,Vendor B,131,16,Employee 575,Finance,Technician,57808
576,2022-11-23,HR,Research,Project Alpha,Vendor B,3639,15,Employee 576,Exploration,Technician,90961
577,2024-08-15,Exploration,Equipment,Project Beta,Vendor A,8150,17,Employee 577,Exploration,Administrator,64328
578,2021-03-29,HR,Utilities,Project Beta,Vendor C,1353,2,Employee 578,Logistics,Manager,43497
579,2022-04-27,Finance,Research,Project Gamma,Vendor C,3006,12,Employee 579,Logistics,Manager,43052
580,2021-06-19,Finance,Maintenance,Project Gamma,Vendor C,4144,4,Employee 580,Exploration,Technician,57948
581,2024-09-02,HR,Research,Project Alpha,Vendor B,6866,1,Employee 581,HR,Engineer,51676
582,2023-06-21,HR,Equipment,Project Beta,Vendor A,322,7,Employee 582,Finance,Engineer,116096
583,2022-03-09,Exploration,Salaries,Project Alpha,Vendor B,3460,20,Employee 583,Exploration,Technician,47994
584,2023-02-15,Exploration,Utilities,Project Beta,Vendor A,8573,18,Employee 584,Exploration,Administrator,86118
585,2024-08-09,Exploration,Equipment,Project Gamma,Vendor C,2493,1,Employee 585,Finance,Technician,104506
586,2021-02-20,Finance,Equipment,Project Alpha,Vendor B,1142,15,Employee 586,Logistics,Administrator,117351
587,2022-07-01,Exploration,Equipment,Project Alpha,Vendor B,5875,20,Employee 587,Logistics,Engineer,95189
588,2021-12-05,Finance,Utilities,Project Alpha,Vendor A,6386,18,Employee 588,Exploration,Technician,117678
589,2022-05-30,Finance,Maintenance,Project Alpha,Vendor A,2448,5,Employee 589,Logistics,Manager,90489
590,2024-08-29,Logistics,Utilities,Project Gamma,Vendor A,4713,18,Employee 590,Logistics,Administrator,91660
591,2022-10-19,HR,Maintenance,Project Gamma,Vendor A,8793,12,Employee 591,Logistics,Manager,56021
592,2024-10-30,Exploration,Maintenance,Project Alpha,Vendor B,2535,19,Employee 592,HR,Administrator,94593
593,2022-11-30,Operations,Equipment,Project Beta,Vendor A,5726,2,Employee 593,Operations,Engineer,84321
594,2023-07-27,HR,Equipment,Project Beta,Vendor A,423,3,Employee 594,Logistics,Engineer,63470
595,2023-11-18,Operations,Salaries,Project Alpha,Vendor A,3749,10,Employee 595,Operations,Manager,79030
596,2021-08-10,Exploration,Maintenance,Project Alpha,Vendor B,9098,12,Employee 596,Operations,Engineer,32694
597,2022-11-15,Operations,Equipment,Project Beta,Vendor C,6588,6,Employee 597,Exploration,Administrator,71774
598,2023-12-26,Logistics,Equipment,Project Beta,Vendor A,8713,16,Employee 598,HR,Administrator,96537
599,2023-12-03,Logistics,Salaries,Project Alpha,Vendor A,4475,14,Employee 599,Logistics,Engineer,33652
600,2024-08-21,Operations,Research,Project Beta,Vendor A,8973,17,Employee 600,Logistics,Manager,76614
601,2024-09-20,Exploration,Equipment,Project Beta,Vendor A,6159,12,Employee 601,Operations,Administrator,101073
602,2024-03-31,Finance,Equipment,Project Alpha,Vendor A,5720,6,Employee 602,HR,Administrator,78769
603,2022-08-11,Finance,Equipment,Project Beta,Vendor B,8071,1,Employee 603,Finance,Manager,74754
604,2021-12-10,Logistics,Maintenance,Project Gamma,Vendor C,5622,6,Employee 604,Operations,Technician,30616
605,2023-08-04,HR,Salaries,Project Beta,Vendor B,9769,4,Employee 605,Finance,Engineer,116161
606,2021-11-27,Exploration,Research,Project Beta,Vendor B,7429,7,Employee 606,Exploration,Engineer,84183
607,2023-01-28,HR,Equipment,Project Gamma,Vendor C,2894,11,Employee 607,HR,Manager,100997
608,2022-03-29,Operations,Maintenance,Project Beta,Vendor B,4538,5,Employee 608,Exploration,Administrator,77052
609,2023-01-10,Logistics,Salaries,Project Beta,Vendor A,181,19,Employee 609,HR,Administrator,39132
610,2024-04-20,Operations,Equipment,Project Gamma,Vendor B,4503,13,Employee 610,Operations,Engineer,50438
611,2021-01-15,Exploration,Utilities,Project Beta,Vendor C,3211,2,Employee 611,Exploration,Engineer,33995
612,2021-11-15,Logistics,Research,Project Beta,Vendor B,3304,3,Employee 612,HR,Administrator,101142
613,2023-04-27,Operations,Utilities,Project Gamma,Vendor C,8385,15,Employee 613,Operations,Technician,66367
614,2024-12-17,Logistics,Equipment,Project Beta,Vendor B,9037,7,Employee 614,Exploration,Engineer,98723
615,2024-03-10,Exploration,Equipment,Project Beta,Vendor A,9897,10,Employee 615,Operations,Engineer,41427
616,2021-09-13,HR,Maintenance,Project Beta,Vendor A,4288,2,Employee 616,Finance,Engineer,106324
617,2021-07-11,Logistics,Equipment,Project Alpha,Vendor A,9551,13,Employee 617,Finance,Administrator,53161
618,2021-12-02,Operations,Utilities,Project Gamma,Vendor A,7690,16,Employee 618,Finance,Engineer,114179
619,2022-08-20,Operations,Utilities,Project Alpha,Vendor B,2225,20,Employee 619,Operations,Technician,60733
620,2023-02-07,Operations,Maintenance,Project Beta,Vendor B,9990,11,Employee 620,Operations,Manager,106437
621,2021-09-29,Logistics,Utilities,Project Gamma,Vendor A,6620,13,Employee 621,Finance,Administrator,111315
622,2022-07-14,HR,Equipment,Project Alpha,Vendor A,8558,18,Employee 622,Operations,Technician,102626
623,2021-10-28,HR,Utilities,Project Alpha,Vendor A,4198,20,Employee 623,HR,Administrator,110800
624,2022-03-24,Logistics,Maintenance,Project Gamma,Vendor C,9138,14,Employee 624,Logistics,Engineer,47721
625,2023-07-26,Logistics,Research,Project Beta,Vendor C,9364,10,Employee 625,Logistics,Engineer,103218
626,2024-01-14,Exploration,Utilities,Project Gamma,Vendor C,1305,6,Employee 626,Finance,Manager,56788
627,2024-01-25,Exploration,Salaries,Project Beta,Vendor A,757,4,Employee 627,Finance,Technician,47064
628,2024-05-07,HR,Research,Project Beta,Vendor A,7887,6,Employee 628,Operations,Engineer,43778
629,2021-05-16,HR,Utilities,Project Gamma,Vendor C,7829,4,Employee 629,Logistics,Manager,87547
630,2022-05-17,Finance,Salaries,Project Alpha,Vendor C,2311,15,Employee 630,Finance,Manager,98287
631,2022-08-26,Exploration,Salaries,Project Alpha,Vendor C,5835,6,Employee 631,Operations,Manager,85310
632,2022-02-15,Operations,Maintenance,Project Alpha,Vendor C,5765,7,Employee 632,Operations,Administrator,74838
633,2022-02-04,Logistics,Maintenance,Project Gamma,Vendor C,2860,12,Employee 633,HR,Engineer,44448
634,2021-08-07,HR,Equipment,Project Gamma,Vendor B,1984,8,Employee 634,Exploration,Technician,41136
635,2023-08-02,Exploration,Research,Project Alpha,Vendor B,4849,13,Employee 635,Finance,Administrator,55936
636,2022-10-08,Exploration,Equipment,Project Beta,Vendor A,8325,14,Employee 636,Logistics,Engineer,104744
637,2022-07-01,Logistics,Research,Project Gamma,Vendor C,3576,2,Employee 637,Operations,Manager,37172
638,2023-01-13,Operations,Equipment,Project Beta,Vendor C,8257,20,Employee 638,HR,Engineer,69267
639,2021-11-16,HR,Utilities,Project Alpha,Vendor C,5062,12,Employee 639,HR,Engineer,30876
640,2024-03-18,Operations,Equipment,Project Alpha,Vendor B,4953,16,Employee 640,Exploration,Engineer,93284
641,2024-11-07,Exploration,Salaries,Project Gamma,Vendor B,5939,9,Employee 641,Finance,Manager,41170
642,2021-03-18,Exploration,Utilities,Project Beta,Vendor C,5366,18,Employee 642,Exploration,Manager,67013
643,2024-01-06,Exploration,Utilities,Project Gamma,Vendor A,4371,5,Employee 643,Exploration,Technician,44462
644,2021-03-17,Exploration,Equipment,Project Gamma,Vendor C,9143,3,Employee 644,Exploration,Administrator,44530
645,2023-09-17,Finance,Utilities,Project Beta,Vendor B,7498,3,Employee 645,HR,Manager,38045
646,2022-09-27,Operations,Utilities,Project Gamma,Vendor B,7828,12,Employee 646,HR,Engineer,105115
647,2022-01-22,Finance,Utilities,Project Alpha,Vendor A,2653,2,Employee 647,Exploration,Manager,44017
648,2023-03-28,Exploration,Equipment,Project Gamma,Vendor B,1748,6,Employee 648,HR,Engineer,100827
649,2023-03-11,Exploration,Utilities,Project Alpha,Vendor B,1869,8,Employee 649,Exploration,Engineer,59593
650,2022-07-23,Exploration,Equipment,Project Gamma,Vendor A,5644,15,Employee 650,Exploration,Manager,113953
651,2021-12-14,Logistics,Maintenance,Project Gamma,Vendor B,7744,15,Employee 651,HR,Engineer,97341
652,2024-07-21,Finance,Salaries,Project Gamma,Vendor A,3754,13,Employee 652,Operations,Administrator,50602
653,2022-03-28,HR,Research,Project Beta,Vendor C,9653,16,Employee 653,Operations,Technician,96455
654,2023-07-25,Finance,Salaries,Project Alpha,Vendor C,1428,19,Employee 654,Logistics,Manager,30452
655,2024-04-09,Logistics,Research,Project Beta,Vendor A,5634,11,Employee 655,Logistics,Engineer,46536
656,2023-09-26,Exploration,Salaries,Project Alpha,Vendor B,2420,2,Employee 656,Exploration,Technician,71311
657,2021-01-30,Finance,Equipment,Project Alpha,Vendor C,5862,18,Employee 657,Operations,Engineer,30711
658,2021-04-12,Finance,Maintenance,Project Alpha,Vendor A,1106,4,Employee 658,Operations,Administrator,37557
659,2023-10-23,Logistics,Utilities,Project Beta,Vendor A,8883,19,Employee 659,HR,Manager,70221
660,2023-03-08,Finance,Equipment,Project Beta,Vendor C,5650,15,Employee 660,HR,Administrator,64911
661,2023-01-18,Finance,Maintenance,Project Alpha,Vendor B,8157,4,Employee 661,Operations,Technician,91839
662,2024-02-01,HR,Research,Project Alpha,Vendor C,5229,14,Employee 662,Logistics,Administrator,81778
663,2023-02-22,Logistics,Research,Project Beta,Vendor C,7600,12,Employee 663,HR,Engineer,35473
664,2022-11-04,HR,Maintenance,Project Gamma,Vendor A,3840,3,Employee 664,Operations,Technician,31140
665,2023-02-14,HR,Maintenance,Project Alpha,Vendor C,818,5,Employee 665,HR,Manager,88887
666,2024-12-06,HR,Equipment,Project Gamma,Vendor A,5210,13,Employee 666,HR,Manager,91404
667,2023-07-06,Finance,Maintenance,Project Gamma,Vendor B,8029,14,Employee 667,Finance,Manager,59191
668,2022-12-26,Finance,Salaries,Project Gamma,Vendor C,667,1,Employee 668,Logistics,Manager,78948
669,2021-11-21,Logistics,Utilities,Project Gamma,Vendor C,8184,12,Employee 669,HR,Engineer,112753
670,2021-10-14,Operations,Research,Project Alpha,Vendor C,8975,12,Employee 670,Logistics,Technician,86823
671,2024-12-10,Operations,Maintenance,Project Alpha,Vendor C,5133,11,Employee 671,Logistics,Engineer,48787
672,2024-08-16,Operations,Maintenance,Project Alpha,Vendor C,3186,15,Employee 672,Logistics,Administrator,105441
673,2023-01-21,Finance,Maintenance,Project Alpha,Vendor B,8090,11,Employee 673,Exploration,Engineer,70528
674,2022-06-23,Exploration,Utilities,Project Gamma,Vendor C,8680,9,Employee 674,HR,Technician,54341
675,2021-12-06,Logistics,Maintenance,Project Alpha,Vendor C,4852,5,Employee 675,Logistics,Manager,50578
676,2024-09-03,Logistics,Equipment,Project Gamma,Vendor B,3301,3,Employee 676,Finance,Administrator,74645
677,2023-02-04,Logistics,Utilities,Project Alpha,Vendor B,4128,1,Employee 677,HR,Manager,84098
678,2023-12-19,Exploration,Utilities,Project Gamma,Vendor C,2379,6,Employee 678,Operations,Manager,67146
679,2024-02-01,Operations,Utilities,Project Gamma,Vendor C,528,5,Employee 679,Exploration,Administrator,40888
680,2023-05-15,Operations,Research,Project Alpha,Vendor C,286,4,Employee 680,Logistics,Engineer,46194
681,2023-04-20,Exploration,Research,Project Beta,Vendor C,5089,6,Employee 681,HR,Manager,65374
682,2023-03-28,Exploration,Maintenance,Project Beta,Vendor B,8217,17,Employee 682,Logistics,Manager,118632
683,2024-09-10,Logistics,Equipment,Project Beta,Vendor C,2366,3,Employee 683,Finance,Technician,110615
684,2023-02-11,Finance,Equipment,Project Beta,Vendor C,1565,8,Employee 684,Operations,Technician,70013
685,2021-03-24,Finance,Salaries,Project Alpha,Vendor C,1893,10,Employee 685,Exploration,Manager,82246
686,2022-05-24,Logistics,Utilities,Project Beta,Vendor C,8691,16,Employee 686,Logistics,Technician,83285
687,2022-08-30,HR,Equipment,Project Gamma,Vendor B,5228,11,Employee 687,HR,Technician,53571
688,2024-02-28,Finance,Salaries,Project Alpha,Vendor B,3791,4,Employee 688,Finance,Engineer,37799
689,2021-03-13,Finance,Utilities,Project Gamma,Vendor B,6362,14,Employee 689,HR,Manager,90937
690,2022-11-27,Exploration,Research,Project Alpha,Vendor B,7242,15,Employee 690,HR,Engineer,33152
691,2023-08-15,Operations,Maintenance,Project Gamma,Vendor C,3876,8,Employee 691,Logistics,Manager,102901
692,2021-01-15,HR,Utilities,Project Gamma,Vendor C,7280,15,Employee 692,Operations,Manager,64277
693,2024-06-28,HR,Salaries,Project Beta,Vendor A,1288,19,Employee 693,Exploration,Administrator,103461
694,2023-04-03,Exploration,Utilities,Project Gamma,Vendor C,1268,14,Employee 694,Finance,Manager,78009
695,2023-08-12,Finance,Salaries,Project Alpha,Vendor A,8992,19,Employee 695,Finance,Administrator,61888
696,2021-09-25,Exploration,Maintenance,Project Beta,Vendor C,6313,5,Employee 696,HR,Technician,87728
697,2023-12-18,Operations,Utilities,Project Alpha,Vendor B,3980,9,Employee 697,Exploration,Administrator,108827
698,2024-10-10,HR,Maintenance,Project Alpha,Vendor B,2257,13,Employee 698,HR,Technician,42119
699,2023-10-28,Exploration,Utilities,Project Alpha,Vendor C,5916,18,Employee 699,Finance,Engineer,84140
700,2022-02-05,Operations,Salaries,Project Alpha,Vendor B,8060,20,Employee 700,HR,Technician,115664
701,2021-08-18,Operations,Salaries,Project Alpha,Vendor B,9547,6,Employee 701,Finance,Engineer,65805
702,2023-02-04,Logistics,Utilities,Project Beta,Vendor C,819,4,Employee 702,Logistics,Administrator,83644
703,2024-12-24,Operations,Salaries,Project Beta,Vendor A,4885,16,Employee 703,Exploration,Manager,116832
704,2024-08-05,HR,Research,Project Gamma,Vendor B,4683,12,Employee 704,Operations,Manager,52192
705,2021-08-28,Logistics,Salaries,Project Beta,Vendor C,2601,2,Employee 705,Finance,Technician,87939
706,2022-05-22,HR,Salaries,Project Gamma,Vendor C,724,9,Employee 706,Logistics,Technician,119231
707,2024-06-02,Logistics,Research,Project Beta,Vendor A,1006,10,Employee 707,Operations,Technician,68822
708,2024-06-13,Exploration,Research,Project Beta,Vendor B,7331,19,Employee 708,Finance,Administrator,74689
709,2023-10-12,Exploration,Maintenance,Project Alpha,Vendor B,8425,9,Employee 709,HR,Manager,46939
710,2021-01-26,Exploration,Maintenance,Project Beta,Vendor B,7647,17,Employee 710,Operations,Manager,31460
711,2024-08-27,Logistics,Maintenance,Project Alpha,Vendor A,6524,13,Employee 711,Exploration,Administrator,75540
712,2023-03-17,Finance,Equipment,Project Alpha,Vendor C,7168,4,Employee 712,HR,Engineer,98797
713,2023-08-10,Finance,Research,Project Alpha,Vendor C,5069,11,Employee 713,HR,Administrator,118138
714,2022-10-05,Operations,Utilities,Project Beta,Vendor C,4064,11,Employee 714,Finance,Manager,114675
715,2021-07-21,Exploration,Salaries,Project Beta,Vendor C,4571,18,Employee 715,Operations,Manager,104840
716,2022-07-13,HR,Utilities,Project Beta,Vendor A,2023,16,Employee 716,Finance,Administrator,38178
717,2021-03-24,Logistics,Research,Project Alpha,Vendor A,3733,12,Employee 717,Finance,Technician,105923
718,2024-03-24,Finance,Utilities,Project Alpha,Vendor A,6115,16,Employee 718,Exploration,Manager,83049
719,2021-12-21,HR,Research,Project Gamma,Vendor C,3488,5,Employee 719,Finance,Manager,75571
720,2023-07-29,Operations,Utilities,Project Gamma,Vendor B,6697,2,Employee 720,HR,Technician,75431
721,2024-10-11,Operations,Utilities,Project Alpha,Vendor C,1717,4,Employee 721,Logistics,Engineer,107864
722,2023-03-24,Finance,Utilities,Project Beta,Vendor C,1843,17,Employee 722,Finance,Manager,87786
723,2023-01-08,Exploration,Maintenance,Project Alpha,Vendor B,7571,15,Employee 723,Logistics,Technician,35837
724,2022-05-28,Logistics,Research,Project Beta,Vendor B,521,7,Employee 724,Logistics,Engineer,89130
725,2024-03-20,Exploration,Salaries,Project Gamma,Vendor B,7224,10,Employee 725,Logistics,Manager,31657
726,2023-02-15,HR,Equipment,Project Gamma,Vendor B,2070,5,Employee 726,Operations,Engineer,117104
727,2022-12-20,Logistics,Utilities,Project Alpha,Vendor C,2636,3,Employee 727,Finance,Engineer,80475
728,2022-05-22,Logistics,Salaries,Project Gamma,Vendor C,3054,3,Employee 728,Exploration,Administrator,106289
729,2021-02-15,Logistics,Utilities,Project Gamma,Vendor B,9965,16,Employee 729,Operations,Engineer,30527
730,2023-10-05,HR,Salaries,Project Alpha,Vendor B,4119,10,Employee 730,Operations,Engineer,91518
731,2024-09-15,Exploration,Equipment,Project Gamma,Vendor C,5334,16,Employee 731,Exploration,Administrator,87418
732,2023-08-02,Finance,Utilities,Project Beta,Vendor B,8155,14,Employee 732,HR,Engineer,68414
733,2021-10-11,Operations,Maintenance,Project Beta,Vendor C,8953,1,Employee 733,Exploration,Manager,34467
734,2022-12-12,Finance,Equipment,Project Gamma,Vendor C,5492,4,Employee 734,Operations,Engineer,51314
735,2022-02-20,Logistics,Equipment,Project Gamma,Vendor C,201,4,Employee 735,Finance,Administrator,76150
736,2022-05-01,Exploration,Equipment,Project Alpha,Vendor C,2301,16,Employee 736,Finance,Manager,35608
737,2021-10-01,Operations,Utilities,Project Gamma,Vendor C,1940,11,Employee 737,Operations,Technician,46432
738,2022-12-22,Logistics,Equipment,Project Gamma,Vendor C,3383,9,Employee 738,Exploration,Technician,57741
739,2021-03-14,Logistics,Maintenance,Project Gamma,Vendor A,2248,20,Employee 739,Exploration,Administrator,78608
740,2023-06-03,HR,Utilities,Project Beta,Vendor B,5891,18,Employee 740,Finance,Manager,55478
741,2021-04-07,Exploration,Utilities,Project Alpha,Vendor A,5033,17,Employee 741,Exploration,Administrator,56248
742,2024-09-17,HR,Salaries,Project Beta,Vendor B,1644,4,Employee 742,Exploration,Manager,72411
743,2023-02-22,Exploration,Research,Project Alpha,Vendor B,7113,11,Employee 743,Logistics,Technician,113371
744,2023-02-08,Finance,Utilities,Project Alpha,Vendor A,2136,11,Employee 744,Finance,Engineer,91741
745,2022-12-10,Logistics,Salaries,Project Alpha,Vendor B,6279,13,Employee 745,Logistics,Technician,77660
746,2021-01-23,Operations,Utilities,Project Gamma,Vendor B,1539,2,Employee 746,Operations,Manager,56058
747,2024-04-25,Exploration,Research,Project Beta,Vendor B,2232,11,Employee 747,Finance,Manager,75458
748,2024-02-25,HR,Research,Project Beta,Vendor A,336,8,Employee 748,HR,Manager,58989
749,2021-11-22,Logistics,Research,Project Gamma,Vendor B,7565,20,Employee 749,Logistics,Engineer,111881
750,2021-11-05,Logistics,Utilities,Project Beta,Vendor C,3356,12,Employee 750,Finance,Manager,101505
751,2023-10-16,Logistics,Research,Project Gamma,Vendor B,1943,12,Employee 751,Logistics,Engineer,32125
752,2023-06-13,HR,Salaries,Project Beta,Vendor C,5664,9,Employee 752,Finance,Technician,61998
753,2021-12-10,HR,Maintenance,Project Alpha,Vendor C,877,13,Employee 753,HR,Engineer,94051
754,2023-08-29,Finance,Maintenance,Project Alpha,Vendor A,8784,6,Employee 754,Operations,Technician,50311
755,2022-12-11,Operations,Research,Project Alpha,Vendor A,8414,3,Employee 755,Operations,Technician,50250
756,2022-05-22,HR,Maintenance,Project Alpha,Vendor C,2184,20,Employee 756,Logistics,Engineer,110960
757,2021-06-27,HR,Research,Project Gamma,Vendor A,2597,16,Employee 757,Operations,Administrator,109382
758,2022-02-04,Finance,Maintenance,Project Beta,Vendor A,5707,19,Employee 758,Logistics,Manager,45661
759,2021-06-10,Logistics,Salaries,Project Beta,Vendor C,869,4,Employee 759,Exploration,Administrator,53500
760,2023-11-19,Exploration,Utilities,Project Gamma,Vendor B,6086,11,Employee 760,Finance,Engineer,31006
761,2022-02-22,Operations,Equipment,Project Beta,Vendor C,4723,14,Employee 761,Operations,Manager,70847
762,2024-09-07,Exploration,Utilities,Project Gamma,Vendor C,7313,7,Employee 762,Finance,Administrator,86375
763,2021-12-15,Operations,Maintenance,Project Gamma,Vendor A,1322,6,Employee 763,HR,Manager,103857
764,2021-08-07,HR,Maintenance,Project Alpha,Vendor A,6009,1,Employee 764,Finance,Engineer,99977
765,2022-04-03,Finance,Research,Project Gamma,Vendor A,9511,3,Employee 765,Exploration,Administrator,87325
766,2022-06-11,Exploration,Salaries,Project Beta,Vendor A,9981,2,Employee 766,Finance,Manager,73600
767,2022-02-04,Operations,Maintenance,Project Alpha,Vendor B,1660,14,Employee 767,Exploration,Engineer,67004
768,2024-08-06,Finance,Salaries,Project Gamma,Vendor B,5778,2,Employee 768,HR,Technician,69108
769,2024-10-27,Exploration,Research,Project Gamma,Vendor B,2388,12,Employee 769,Operations,Manager,31954
770,2024-02-24,Operations,Maintenance,Project Gamma,Vendor B,2351,2,Employee 770,Exploration,Manager,46331
771,2022-05-08,HR,Research,Project Alpha,Vendor A,2351,11,Employee 771,Operations,Engineer,87693
772,2024-10-30,Exploration,Salaries,Project Beta,Vendor B,9679,1,Employee 772,Logistics,Technician,86582
773,2022-02-12,Logistics,Utilities,Project Alpha,Vendor C,4688,9,Employee 773,Finance,Administrator,43036
774,2024-04-11,Logistics,Research,Project Gamma,Vendor A,9140,7,Employee 774,HR,Engineer,105825
775,2021-03-10,Exploration,Equipment,Project Gamma,Vendor C,2239,12,Employee 775,Operations,Engineer,53160
776,2023-03-22,Operations,Research,Project Alpha,Vendor C,6815,11,Employee 776,Logistics,Manager,64600
777,2022-11-06,HR,Utilities,Project Alpha,Vendor C,9136,3,Employee 777,Exploration,Technician,35505
778,2024-06-12,Operations,Equipment,Project Gamma,Vendor C,2210,13,Employee 778,Logistics,Manager,86892
779,2024-11-18,Logistics,Salaries,Project Alpha,Vendor A,4066,8,Employee 779,Finance,Manager,105969
780,2022-05-29,Finance,Maintenance,Project Gamma,Vendor B,4582,10,Employee 780,Operations,Technician,48057
781,2023-02-27,Logistics,Utilities,Project Alpha,Vendor A,4551,20,Employee 781,Operations,Engineer,88073
782,2022-12-06,Logistics,Salaries,Project Beta,Vendor C,5490,16,Employee 782,HR,Engineer,94382
